student_id,programme,types,keywords,prerequisites
201663136,Zoology,"Laboratory,Field,Meta-analysis,Data analysis,Computer modelling","Conservation  biology and environmental change,Animal behaviour,Ecology,Wildlife and zoonotic disease,Evolution and adaptation","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201663666,Biological and Medical Sciences,"Laboratory,Health Research,Data analysis,Bioinformatics,Field","Cell signalling,Cancer genetics,Cancer medicine,Drug discovery,Plant science","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE237"
201664829,Biological Sciences,"Meta-analysis,Laboratory,Systematic Review,Data analysis,Computer modelling","Infection biology,Emerging infections and pandemic threats,Parasitology and vector borne disease,Host-microbe biology and co-evolution,Human immunology","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201666570,Biological and Medical Sciences,"Meta-analysis,Laboratory,Data analysis,Systematic Review,Health Research","Cancer cell signalling,Cancer microenvironment,Cardiotoxicity,Cancer genetics,Calcium regulation","LIFE202,LIFE204,LIFE206,LIFE223,LIFE234"
201668577,Anatomy and Human Biology,"Laboratory,Image analysis,Bioinformatics,Systematic Review,Meta-analysis","Cancer immunology,Cancer medicine,Neurobiology and Neuropathology,Development,Cancer cell signalling","LIFE202,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE227,LIFE235,LIFE242"
201669564,Biological Sciences,"Field,Data analysis,Meta-analysis,Market Analysis,Grant proposal","Animal behaviour,Conservation  biology and environmental change,Ecology,Animals in society,Wildlife and zoonotic disease","LIFE209,LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201674984,Biological Sciences,"Data analysis,Meta-analysis,Field,Market Analysis,Education Research","Emerging infections and pandemic threats,Parasitology and vector borne disease,Human immunology,Global health,Gastrointestinal infections","LIFE204,LIFE205,LIFE206,LIFE207,LIFE221,LIFE227,LIFE229,LIFE232,LIFE238"
201676425,Biological Sciences,"Systematic Review,Data analysis,Meta-analysis,Health Research,Bioinformatics","Cancer immunology,Cancer microenvironment,Cancer genetics,Cancer cell signalling,Cancer medicine","LIFE202,LIFE205,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE237,LIFE242"
201678916,Microbiology and Infection,"Field,Laboratory,Market Analysis,Image analysis,Grant proposal","Molecular cell biology,Emerging infections and pandemic threats,Infection biology,Respiratory infections,Oral Microbiology","LIFE202,LIFE209,LIFE210,LIFE216,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201681782,Biological Sciences,"Field,GIS analysis,Data analysis,Meta-analysis,Grant proposal","Conservation  biology and environmental change,Ecology,Animal behaviour,Evolution and adaptation,Plant ecology","LIFE211,LIFE212,LIFE213,LIFE214,LIFE221,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201686822,Biological Sciences,"Systematic Review,Grant proposal,Meta-analysis,Journalism,Data analysis","Cancer medicine,Dental Innovation,Clinical drug development,Drug safety,Drug discovery","LIFE202,LIFE204,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234,LIFE245"
201768835,Biochemistry,"Laboratory,Image analysis,Health Research,Grant proposal,Bioinformatics","Cancer genetics,Cancer cell signalling,Ophtalmology - biomaterials,Ophtalmology - molecular/cell biology,Cancer immunology","LIFE201,LIFE202,LIFE203,LIFE210,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201768840,Biological Sciences,"Laboratory,Field,GIS analysis,Image analysis,Health Research","Oral Microbiology,Molecular cell biology,Plant science,Conservation  biology and environmental change,Parasitology and vector borne disease","LIFE205,LIFE208,LIFE209,LIFE210,LIFE213,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201768848,Biological Sciences,"Laboratory,Bioinformatics,Health Research,Data analysis,Computer modelling","Oral Microbiology,Cancer microenvironment,Protein structure and function,Cell signalling,Respiratory infections","LIFE201,LIFE202,LIFE206,LIFE207,LIFE209,LIFE227,LIFE228,LIFE236,LIFE237"
201768855,Biological Sciences,"Laboratory,Field,Image analysis,Meta-analysis,Journalism","Musculoskeletal biology,Conservation  biology and environmental change,Cardiac electrophysiology,Companion animals  and health data,Clinical drug development","LIFE201,LIFE202,LIFE206,LIFE207,LIFE221,LIFE223,LIFE226,LIFE227,LIFE228,LIFE237"
201768866,Biological Sciences,"Laboratory,Data analysis,Meta-analysis,Field,Image analysis","Drug safety,Infection biology,Clinical drug development,Emerging infections and pandemic threats,Host-microbe biology and co-evolution","LIFE204,LIFE207,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201768889,Biological Sciences,"Laboratory,Bioinformatics,Data analysis,Computer modelling,Computational project","Drug discovery,Clinical drug development,Drug safety,Bioinformatics,Cancer genetics","LIFE201,LIFE202,LIFE207,LIFE208,LIFE221,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242"
201768932,Biological Sciences,"Bioinformatics,Data analysis,Computational project,GIS analysis,Computer modelling","Bioinformatics,Cancer genetics,Systems pharmacology and information science,Neurobiology and Neuropathology,Drug discovery","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE226,LIFE237,LIFE245"
201768935,Biological Sciences,"Laboratory,Field,Health Research,Computational project,Bioinformatics","Animals in society,Anatomy,Animal behaviour,Cancer medicine,Cancer genetics","LIFE201,LIFE202,LIFE204,LIFE209,LIFE213,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236"
201768961,Biological Sciences,"Image analysis,Laboratory,GIS analysis,Journalism,Outreach","Animal behaviour,Animal welfare research,Animals in society,Plant science,Evolution and adaptation","LIFE202,LIFE208,LIFE209,LIFE213,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201769057,Biological Sciences,"Laboratory,Data analysis,Systematic Review,Image analysis,Field","Drug safety,Plant science,Plant ecology,Human immunology,Animals in society","LIFE201,LIFE202,LIFE207,LIFE208,LIFE211,LIFE223,LIFE224,LIFE226,LIFE227,LIFE237"
201769077,Biological Sciences,"Laboratory,Market Analysis,Field,Data analysis,Bioinformatics","Clinical drug development,Drug safety,Drug discovery,Global health,Pre-clinical drug development","LIFE202,LIFE206,LIFE207,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201769153,Biochemistry,"Laboratory,Bioinformatics,Computer modelling,Data analysis,Image analysis","Structural biology,Protein structure and function,Molecular cell biology,Bioinformatics,Cancer cell signalling","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201769178,Biological Sciences,"Laboratory,Bioinformatics,Data analysis,Image analysis,Meta-analysis","Neurobiology and Neuropathology,Biomechanics,Bioinformatics,Structural biology,Molecular cell biology","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE224,LIFE225,LIFE226,LIFE227"
201769181,Biological Sciences,"Laboratory,Field,Meta-analysis,Bioinformatics,Systematic Review","Neurobiology and Neuropathology,Infection biology,Cancer microenvironment,Molecular cell biology,Parasitology and vector borne disease","LIFE204,LIFE205,LIFE208,LIFE209,LIFE221,LIFE223,LIFE225,LIFE228,LIFE236"
201769183,Biochemistry,"Laboratory,Bioinformatics,Health Research,Data analysis,Meta-analysis","Cancer cell signalling,Cancer immunology,Cell signalling,Infection biology,Protein structure and function","LIFE201,LIFE202,LIFE203,LIFE204,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201769186,Biological Sciences,"Laboratory,Systematic Review,Bioinformatics,Health Research,Computer modelling","Cancer genetics,Cancer cell signalling,Cell signalling,Molecular cell biology,Clinical drug development","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE224,LIFE226,LIFE227,LIFE237"
201769227,Biological Sciences,"Laboratory,Health Research,Systematic Review,Data analysis,Education Research","Cancer medicine,Clinical drug development,Drug discovery,Drug safety,Pre-clinical drug development","LIFE202,LIFE207,LIFE208,LIFE227,LIFE236,LIFE237"
201769306,Biological Sciences,"Laboratory,Bioinformatics,Systematic Review,Computer modelling,Meta-analysis","Molecular cell biology,Protein structure and function,Cell signalling,Cancer genetics,Cancer cell signalling","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE226,LIFE227,LIFE245"
201769308,Microbiology and Infection,"Laboratory,Health Research,Systematic Review,Field,Bioinformatics","Infection biology,Emerging infections and pandemic threats,Molecular cell biology,Human immunology,Drug discovery","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE226,LIFE227,LIFE228,LIFE237"
201769348,Biological Sciences,"Laboratory,Systematic Review,Outreach,Computer modelling,Health Research","Molecular cell biology,Cell signalling,Cancer genetics,Infection biology,Anatomy","LIFE201,LIFE202,LIFE208,LIFE209,LIFE210,LIFE224,LIFE225,LIFE236,LIFE237"
201769391,Biological Sciences,"Laboratory,Field,Bioinformatics,Data analysis,Health Research","Drug discovery,Cancer medicine,Clinical drug development,Drug safety,Cancer cell signalling","LIFE201,LIFE202,LIFE207,LIFE208,LIFE221,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242"
201769398,Biological Sciences,"Laboratory,Health Research,Market Analysis,Field,Education Research","Cancer genetics,Cancer microenvironment,Anatomy,Cancer immunology,Oral Microbiology","LIFE201,LIFE202,LIFE207,LIFE208,LIFE210,LIFE223,LIFE225,LIFE226,LIFE228,LIFE237"
201769401,Biological Sciences,"Laboratory,Systematic Review,Meta-analysis,Bioinformatics,Journalism","Cancer immunology,Cancer cell signalling,Neurobiology and Neuropathology,Cancer genetics,Cell signalling","LIFE202,LIFE204,LIFE209,LIFE210,LIFE221,LIFE223,LIFE226,LIFE227,LIFE228,LIFE237"
201769476,Biological Sciences,"Laboratory,Bioinformatics,Image analysis,Data analysis,Meta-analysis","Cancer immunology,Cancer cell signalling,Cell signalling,Drug safety,Clinical drug development","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201769479,Biological Sciences,"Computer modelling,Data analysis,Meta-analysis,Bioinformatics,Computational project","Systems pharmacology and information science,Drug discovery,Drug safety,Clinical drug development,Bioinformatics","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE227,LIFE228,LIFE237,LIFE238"
201769505,Biological Sciences,"GIS analysis,School,Image analysis,Health Research,Education Research","Animal behaviour,Animals in society,Animal welfare research,Companion animals  and health data,Evolution and adaptation","LIFE201,LIFE202,LIFE204,LIFE210,LIFE213,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236"
201769510,Biological Sciences,"Laboratory,Market Analysis,Data analysis,Field,Image analysis","Clinical drug development,Drug safety,Drug discovery,Pre-clinical drug development,Global health","LIFE202,LIFE204,LIFE207,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236"
201769756,Biological Sciences,"Field,Laboratory,Bioinformatics,Image analysis,Outreach","Ruminant health and welfare,Clinical drug development,Animal welfare research,Drug discovery,Emerging infections and pandemic threats","LIFE202,LIFE204,LIFE205,LIFE207,LIFE208,LIFE209,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236"
201769768,Biological Sciences,"Laboratory,Field,Image analysis,Journalism,Health Research","Drug discovery,Drug safety,Clinical drug development,Infection biology,Emerging infections and pandemic threats","LIFE202,LIFE206,LIFE207,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201769791,Biological Sciences,"Health Research,Field,Education Research,Data analysis,Laboratory","Cancer immunology,Cancer cell signalling,Animal welfare research,Bioinformatics,Wildlife and zoonotic disease","LIFE201,LIFE202,LIFE209,LIFE210,LIFE221,LIFE223,LIFE226,LIFE227,LIFE228,LIFE237"
201769793,Biological Sciences,"Laboratory,Computer modelling,Health Research,Computational project,Image analysis","Neurobiology and Neuropathology,Development,Cell signalling,Molecular cell biology,Clinical drug development","LIFE201,LIFE202,LIFE204,LIFE208,LIFE221,LIFE223,LIFE225,LIFE226,LIFE227,LIFE237"
201769820,Biological Sciences,"Laboratory,Bioinformatics,Data analysis,Image analysis,Field","Neurobiology and Neuropathology,Cancer microenvironment,Cancer immunology,Cancer cell signalling,Cancer genetics","LIFE201,LIFE202,LIFE207,LIFE208,LIFE221,LIFE223,LIFE224,LIFE226,LIFE227,LIFE237"
201769885,Biological Sciences,"Bioinformatics,Data analysis,Image analysis,GIS analysis,Computational project","Systems pharmacology and information science,Bioinformatics,Clinical drug development,Drug discovery,Cancer genetics","LIFE202,LIFE203,LIFE207,LIFE208,LIFE223,LIFE224,LIFE225,LIFE226,LIFE237,LIFE245"
201769897,Biological Sciences,"Health Research,Data analysis,Market Analysis,GIS analysis,Laboratory","Clinical drug development,Drug safety,Cancer microenvironment,Wildlife and zoonotic disease,Calcium regulation","LIFE201,LIFE202,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201770066,Biological Sciences,"Journalism,Laboratory,Field,Education Research,School","Animal behaviour,Animals in society,Cancer genetics,Ecology,Anatomy","LIFE201,LIFE208,LIFE210,LIFE213,LIFE221,LIFE223,LIFE226"
201770207,Microbiology and Infection,"Laboratory,Field,Data analysis,Systematic Review,Outreach","Structural biology,Host-microbe biology and co-evolution,Infection biology,Parasitology and vector borne disease,Wildlife and zoonotic disease","LIFE201,LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE226,LIFE227,LIFE228,LIFE237"
201770222,Biological Sciences,"Laboratory,Data analysis,Systematic Review,Meta-analysis,Image analysis","Cancer cell signalling,Cancer genetics,Cancer microenvironment,Cell signalling,Cancer immunology","LIFE201,LIFE202,LIFE204,LIFE209,LIFE221,LIFE223,LIFE226,LIFE227,LIFE237,LIFE242"
201780700,Biological and Medical Sciences,"Market Analysis,Outreach,Health Research,Image analysis,Journalism","Global health,Emerging infections and pandemic threats,Infection biology,Drug discovery,Sepsis and acute inflammatory conditions","LIFE202,LIFE204,LIFE206,LIFE207,LIFE208,LIFE223,LIFE227,LIFE228,LIFE236,LIFE242"
